0.000000000000000000e+00, 9.909919255867523022e-03
1.000000000000000056e-01, 1.012137809559155062e-02
2.000000000000000111e-01, 1.037895577546381863e-02
3.000000000000000444e-01, 1.062984121716429101e-02
4.000000000000000222e-01, 1.088885524166826116e-02
5.000000000000000000e-01, 1.114076402000779842e-02
6.000000000000000888e-01, 1.140475962359486541e-02
7.000000000000000666e-01, 1.165776319992408924e-02
8.000000000000000444e-01, 1.194698960304788928e-02
9.000000000000000222e-01, 1.224638900119861401e-02
1.000000000000000000e+00, 1.250748330060184182e-02
1.100000000000000089e+00, 1.283246028039178831e-02
1.200000000000000178e+00, 1.309671403236834300e-02
1.300000000000000044e+00, 1.342078017605606403e-02
1.400000000000000133e+00, 1.371880733574514996e-02
1.500000000000000000e+00, 1.408863259786639899e-02
1.600000000000000089e+00, 1.437840745526489973e-02
1.700000000000000178e+00, 1.474559411431052361e-02
1.800000000000000044e+00, 1.508122290490509013e-02
1.900000000000000133e+00, 1.546816128080431840e-02
2.000000000000000000e+00, 1.576942974301358269e-02
2.100000000000000089e+00, 1.620450466698258873e-02
2.200000000000000178e+00, 1.659420888348582188e-02
2.300000000000000266e+00, 1.695361368133907823e-02
2.400000000000000355e+00, 1.730423144512345177e-02
2.500000000000000000e+00, 1.776550143263488576e-02
2.600000000000000089e+00, 1.814934338610652703e-02
2.700000000000000178e+00, 1.860920837436711925e-02
2.800000000000000266e+00, 1.905412201576656833e-02
2.900000000000000355e+00, 1.949071816220596109e-02
3.000000000000000000e+00, 1.991925948578131267e-02
3.100000000000000089e+00, 2.038674514499752566e-02
3.200000000000000178e+00, 2.092754223913706468e-02
3.300000000000000266e+00, 2.140305117637623239e-02
3.400000000000000355e+00, 2.184433217729498874e-02
3.500000000000000000e+00, 2.235295113840228207e-02
3.600000000000000089e+00, 2.298781945000652471e-02
3.700000000000000178e+00, 2.347407744300553448e-02
3.800000000000000266e+00, 2.402806583457771372e-02
3.900000000000000355e+00, 2.461014147772722441e-02
4.000000000000000000e+00, 2.514579934561024174e-02
4.100000000000000533e+00, 2.580337305226853076e-02
4.200000000000000178e+00, 2.630311176218628685e-02
4.299999999999999822e+00, 2.699298839851904316e-02
4.400000000000000355e+00, 2.745213154532925512e-02
4.500000000000000000e+00, 2.820585413182253795e-02
4.600000000000000533e+00, 2.882982763806133525e-02
4.700000000000000178e+00, 2.966532439270708893e-02
4.800000000000000711e+00, 3.020160899534328133e-02
4.900000000000000355e+00, 3.098307774762593808e-02
5.000000000000000000e+00, 3.172094436894613845e-02
5.100000000000000533e+00, 3.240378654539782105e-02
5.200000000000000178e+00, 3.311814156621603611e-02
5.300000000000000711e+00, 3.395284241625207838e-02
5.400000000000000355e+00, 3.457022032116538468e-02
5.500000000000000000e+00, 3.536631518692701093e-02
5.600000000000000533e+00, 3.611931143264390798e-02
5.700000000000000178e+00, 3.703823921078570891e-02
5.800000000000000711e+00, 3.810367115984177738e-02
5.900000000000000355e+00, 3.885863601435730202e-02
6.000000000000000000e+00, 3.966815461177970736e-02
6.100000000000000533e+00, 4.068417100392753005e-02
6.200000000000000178e+00, 4.178807509591594277e-02
6.300000000000000711e+00, 4.276805799261473168e-02
6.400000000000000355e+00, 4.362823967006276143e-02
6.500000000000000000e+00, 4.472667301889853703e-02
6.600000000000000533e+00, 4.531060211472207055e-02
6.700000000000000178e+00, 4.686637639582540149e-02
6.800000000000000711e+00, 4.746629903195528910e-02
6.900000000000000355e+00, 4.864104132661948438e-02
7.000000000000000000e+00, 4.984471705116110679e-02
7.100000000000000533e+00, 5.130097384094423757e-02
7.200000000000000178e+00, 5.250700148026476305e-02
